id,geo_point_2d,geo_shape,nom,del,cat,f_dec,f_mod,p_man,fuente,obs,area_m2,supm2
11,"19.249092025,-99.0987835801","{""type"": ""Polygon"", ""coordinates"": [[[-99.09928121337275, 19.251048325729442, 0.0], [-99.09871443356016, 19.25091018308461, 0.0], [-99.09837215328608, 19.25083297736701, 0.0], [-99.09806014117045, 19.250758867511124, 0.0], [-99.09737803640849, 19.25059862859235, 0.0], [-99.09726455068979, 19.25058000661321, 0.0], [-99.0966207440836, 19.25042549222162, 0.0], [-99.09657541468682, 19.250441466788605, 0.0], [-99.09658977863673, 19.25048760286846, 0.0], [-99.0952834396344, 19.25017172895203, 0.0], [-99.09509312719706, 19.25012317705778, 0.0], [-99.09503612239733, 19.25010654044905, 0.0], [-99.09487501934267, 19.250051466970174, 0.0], [-99.09477360478883, 19.249997218124594, 0.0], [-99.09494636278635, 19.24929588619482, 0.0], [-99.09497097361113, 19.249146728317942, 0.0], [-99.09520859675385, 19.24813108600094, 0.0], [-99.0952320105342, 19.24806536976103, 0.0], [-99.09526091401611, 19.248025404860773, 0.0], [-99.09529160964736, 19.24800203768633, 0.0], [-99.09534947021208, 19.247971308200384, 0.0], [-99.09538720014812, 19.247961969341095, 0.0], [-99.09542583909487, 19.247962657359636, 0.0], [-99.0954712202955, 19.247973460554046, 0.0], [-99.09551976830173, 19.24798493172789, 0.0], [-99.09565775446309, 19.248024739379034, 0.0], [-99.0958008955784, 19.24807647848271, 0.0], [-99.09588599008899, 19.248107920007993, 0.0], [-99.09594648800014, 19.24813390998812, 0.0], [-99.0960130385261, 19.248173371812157, 0.0], [-99.09613115403887, 19.24824444260173, 0.0], [-99.09618176729259, 19.248270238435094, 0.0], [-99.09622792308502, 19.24829344260302, 0.0], [-99.09631254519729, 19.24833007919562, 0.0], [-99.09649640744138, 19.24840028514194, 0.0], [-99.09663052860195, 19.24844465188291, 0.0], [-99.09666984028438, 19.248455653359407, 0.0], [-99.09674389189796, 19.248474245039226, 0.0], [-99.09682814386049, 19.24849204244758, 0.0], [-99.09688326855644, 19.24850152178878, 0.0], [-99.09696919944186, 19.248514346130882, 0.0], [-99.09705177083043, 19.248523817881455, 0.0], [-99.097194063117, 19.248535086313385, 0.0], [-99.0975347761814, 19.248550581898538, 0.0], [-99.09786127247148, 19.24856360094768, 0.0], [-99.0981919414883, 19.248576312707232, 0.0], [-99.09836434660002, 19.248582371189343, 0.0], [-99.09847750673111, 19.248581228359363, 0.0], [-99.09853689515518, 19.248578311292665, 0.0], [-99.09861919857823, 19.248571651987977, 0.0], [-99.09870874568198, 19.248561477115306, 0.0], [-99.09874638444167, 19.248555979230005, 0.0], [-99.09887234585479, 19.248530765503023, 0.0], [-99.09895675640365, 19.248508725558136, 0.0], [-99.09906732281864, 19.2484725061127, 0.0], [-99.09914577852062, 19.248444168551885, 0.0], [-99.09922540850683, 19.24841438647916, 0.0], [-99.10116725591868, 19.247595595809695, 0.0], [-99.10127917447882, 19.247547205334936, 0.0], [-99.10134573974078, 19.24751664114081, 0.0], [-99.10146127382362, 19.247454001922478, 0.0], [-99.10154222117815, 19.247404089080522, 0.0], [-99.10156423951787, 19.24738967296425, 0.0], [-99.10163329216871, 19.24733981706685, 0.0], [-99.10172005973702, 19.24726795150763, 0.0], [-99.10179954042145, 19.247190507802078, 0.0], [-99.10186256199094, 19.247119849075666, 0.0], [-99.10192380094006, 19.24704308838817, 0.0], [-99.10197303278017, 19.24697655285125, 0.0], [-99.10201898850198, 19.24690624715914, 0.0], [-99.10227447435275, 19.246483821887303, 0.0], [-99.10233277636593, 19.24639439643485, 0.0], [-99.10236867368408, 19.24635252438022, 0.0], [-99.10239493531972, 19.246326778030905, 0.0], [-99.10242722053614, 19.246301319717833, 0.0], [-99.10245727353018, 19.246296494508343, 0.0], [-99.1024977497389, 19.246310487744253, 0.0], [-99.10251840776587, 19.24632941151852, 0.0], [-99.1025643945606, 19.246372464905903, 0.0], [-99.1025834252456, 19.246389527922894, 0.0], [-99.1027461551509, 19.246543516278756, 0.0], [-99.1030528291007, 19.24682034318972, 0.0], [-99.10311626779512, 19.246908973941526, 0.0], [-99.10302866653558, 19.24699245164492, 0.0], [-99.10329073211354, 19.247238709638506, 0.0], [-99.09951506611826, 19.2508563138432, 0.0], [-99.09960523823098, 19.250965571737297, 0.0], [-99.09956934477945, 19.250984409481664, 0.0], [-99.09956374146333, 19.250988111051758, 0.0], [-99.09954019986806, 19.25100366270766, 0.0], [-99.09947745320417, 19.251045113332736, 0.0], [-99.09942146813215, 19.251082097195127, 0.0], [-99.09928121337275, 19.251048325729442, 0.0]]]}",Bosque de Nativitas,Xochimilco,Bosque Urbano,2010/06/10,,No,Oficio SEDEMA/DGBUEA/DRUPC/448/2013 con fecha08/03/13,"La poligonal se entregó en formato dwg sin referencia cartográfica, la forma se ajusto a la imágen de satélite, no se realizó ningún cambio de vértices.",189758.007,189758.0
